,#,Transaction Date,Owner,Ticker,Asset Name,Asset Type,Type,Amount,Comment,Senator
3811,1,07/18/2017,Spouse,--,"Portland ME WTR DIST REV 736606CU6
Rate/Coupon: 3.0%
Matures: 11/01/2023",Municipal Security,Purchase,"$15,001 - $50,000",--,"Susan M,Collins"
3812,10,04/03/2014,Spouse,CRM,"Salesforce.com, Inc (NYSE)",,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3813,9,04/03/2014,Spouse,CELG,Celgene Corporation (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3814,8,04/04/2014,Spouse,RHHBY,Roche Holding AG (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3815,7,04/03/2014,Spouse,MSFT,Microsoft Corporation (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3816,6,04/03/2014,Spouse,M,"Macy's, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3817,5,04/03/2014,Spouse,UTX,United Technologies Corp. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3818,4,04/03/2014,Spouse,GM,General Motors Company (NYSE),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3819,3,04/03/2014,Spouse,CELG,Celgene Corporation (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3820,2,04/03/2014,Spouse,RHT,"Red Hat, Inc. (NYSE)",,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3821,1,04/03/2014,Spouse,CRM,"Salesforce.com, Inc (NYSE)",,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3822,3,03/09/2016,Spouse,SRCL,"Stericycle, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"Susan M,Collins"
3823,4,03/09/2016,Spouse,--,"JPMorgan Chase & Co
Rate/Coupon: 2.55%
Matures: 03/01/2021",Corporate Bond,Purchase,"$15,001 - $50,000",--,"Susan M,Collins"
3824,2,03/09/2016,Spouse,RHT,"Red Hat, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"Susan M,Collins"
3825,1,03/30/2016,Spouse,--,"Augusta ME Bond
Rate/Coupon: 2%
Matures: 05/01/2021",Municipal Security,Purchase,"$50,001 - $100,000",--,"Susan M,Collins"
3826,5,04/02/2014,Spouse,C,Citigroup Inc. (NYSE),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3827,4,03/28/2014,Spouse,WIN,"Windstream Holdings, Inc. (NASDAQ)",,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3828,3,03/31/2014,Spouse,ACE,ACE Limited (NYSE),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3829,2,03/31/2014,Spouse,DAL,Delta Air Lines Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3830,1,03/28/2014,Spouse,DAL,Delta Air Lines Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3831,4,03/27/2014,Spouse,M,"Macy's, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3832,3,03/27/2014,Spouse,MSFT,Microsoft Corporation (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3833,2,03/27/2014,Spouse,BIIB,Biogen Idec Inc. (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3834,1,03/27/2014,Spouse,CELG,Celgene Corporation (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3835,40,07/23/2014,Spouse,LNT,Alliant Energy Corporation (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3836,39,07/23/2014,Spouse,ARE,"Alexandria Real Estate Equities, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3837,38,07/23/2014,Spouse,BUD,Anheuser-Busch InBev SA/NV (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3838,37,07/23/2014,Spouse,AMT,American Tower Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3839,36,07/23/2014,Spouse,BIIB,Biogen Idec Inc. (NASDAQ),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3840,35,07/23/2014,Spouse,BTE,Baytex Energy Corp. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3841,34,07/23/2014,Spouse,BWA,BorgWarner Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3842,33,07/23/2014,Spouse,BMR,BioMed Realty Trust Inc. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3843,32,07/23/2014,Spouse,DAL,Delta Air Lines Inc. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3844,31,07/23/2014,Spouse,CME,CME Group Inc. (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3845,30,07/23/2014,Spouse,ECL,Ecolab Inc. (NYSE),,Purchase,"$15,001 - $50,000",--,"Susan M,Collins"
3846,29,07/23/2014,Spouse,EMC,EMC Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3847,28,07/23/2014,Spouse,EPR,EPR Properties (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3848,27,07/23/2014,Spouse,ENLC,"EnLink Midstream, LLC (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3849,26,07/23/2014,Spouse,GE,General Electric Company (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3850,25,07/23/2014,Spouse,GRMN,Garmin Ltd. (NASDAQ),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3851,24,07/23/2014,Spouse,HRS,Harris Corporation (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3852,23,07/23/2014,Spouse,HCC,HCC Insurance Holdings Inc. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3853,22,07/23/2014,Spouse,HUB-B,Hubbell Inc. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3854,21,07/23/2014,Spouse,HTGC,"Hercules Technology Growth Capital, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3855,20,07/23/2014,Spouse,JNJ,Johnson & Johnson (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3856,19,07/23/2014,Spouse,HUN,Huntsman Corporation (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3857,18,07/23/2014,Spouse,MMC,"Marsh & McLennan Companies, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3858,17,07/23/2014,Spouse,LECO,Lincoln Electric Holdings Inc. (NASDAQ),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3859,16,07/23/2014,Spouse,NSRGY,Nestl (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3860,15,07/23/2014,Spouse,MCK,McKesson Corporation (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3861,14,07/23/2014,Spouse,PPG,PPG Industries Inc. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3862,13,07/23/2014,Spouse,OGS,"ONE Gas, Inc. Common Stock (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3863,12,07/23/2014,Spouse,PGH,Pengrowth Energy Corporation (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3864,11,07/23/2014,Spouse,PKG,Packaging Corporation of America (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3865,10,07/23/2014,Spouse,PSX,Phillips 66 (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3866,9,07/23/2014,Spouse,PBCT,People's United Financial Inc. (NASDAQ),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3867,8,07/23/2014,Spouse,HSIC,"Henry Schein, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3868,7,07/23/2014,Spouse,PL,Protective Life Corporation (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3869,6,07/23/2014,Spouse,STE,Steris Corp. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3870,5,07/23/2014,Spouse,SNA,Snap-on Incorporated (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3871,4,07/23/2014,Spouse,WASH,Washington Trust Bancorp Inc. (NASDAQ),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3872,3,07/23/2014,Spouse,TRV,"The Travelers Companies, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3873,2,07/23/2014,Spouse,MLPRX,Oppenheimer SteelPath MLP Income C (NASDAQ),,Sale (Full),"$15,001 - $50,000",--,"Susan M,Collins"
3874,1,07/23/2014,Spouse,WEC,Wisconsin Energy Corp. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3875,3,05/24/2017,Spouse,CVS,CVS Health Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,"Susan M,Collins"
3876,2,05/24/2017,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3877,1,05/24/2017,Spouse,AME,"AMETEK, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"Susan M,Collins"
3878,3,06/28/2016,Spouse,--,"Federal Farm Credit Bank 3133EFHP5
Rate/Coupon: 1.7%
Matures: 07/08/2020",Corporate Bond,Sale (Full),"$15,001 - $50,000",--,"Susan M,Collins"
3879,2,06/30/2016,Spouse,--,"Federal Farm Credit Bank 3133EFZT7
Rate/Coupon: 1.4%
Matures: 02/24/2020",Corporate Bond,Purchase,"$50,001 - $100,000",--,"Susan M,Collins"
3880,1,06/30/2016,Spouse,--,"Federal Home Loan Bank 3130A8LS0
Rate/Coupon: 1.5%
Matures: 06/30/2021",Corporate Bond,Purchase,"$15,001 - $50,000",--,"Susan M,Collins"
3881,3,05/08/2018,Spouse,JPM,JPMorgan Chase & Co.,Stock,Purchase,"$15,001 - $50,000",(IRA),"Susan M,Collins"
3882,2,05/08/2018,Spouse,USB,U.S. Bancorp,Stock,Sale (Full),"$1,001 - $15,000",(IRA),"Susan M,Collins"
3883,1,05/04/2018,Spouse,HOLX,"Hologic, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,"Susan M,Collins"
3884,7,12/21/2018,Spouse,LIN,Linde plc,Stock,Sale (Full),"$15,001 - $50,000",--,"Susan M,Collins"
3885,6,12/21/2018,Spouse,FB,"Facebook, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3886,5,12/21/2018,Spouse,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3887,4,12/21/2018,Spouse,ENB,Enbridge Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,"Susan M,Collins"
3888,3,12/21/2018,Spouse,CFR,"Cullen/Frost Bankers, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3889,2,12/21/2018,Spouse,STZ,"Constellation Brands, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,"Susan M,Collins"
3890,1,12/21/2018,Spouse,NEE,"NextEra Energy, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"Susan M,Collins"
3891,7,12/18/2014,Spouse,TOLLX,Deutsche Global Infrastructure A (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3892,6,12/15/2014,Spouse,TOLLX,Deutsche Global Infrastructure A (NASDAQ),Stock,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3893,5,12/11/2014,Spouse,WASCX,Ivy Asset Strategy C (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3894,4,12/10/2014,Spouse,BMGAX,BlackRock Mid-Cap Growth Equity Inv A (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3895,3,12/10/2014,Spouse,BMGAX,BlackRock Mid-Cap Growth Equity Inv A (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3896,2,12/11/2015,Spouse,DVFAX,Cohen & Steers Dividend Value A (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3897,7,12/11/2014,Spouse,DVFAX,Cohen & Steers Dividend Value A (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3898,30,06/19/2014,Spouse,LMGEX,Legg Mason Batterymarch Intl Eq C (NASDAQ),,Sale (Full),"$15,001 - $50,000",--,"Susan M,Collins"
3899,29,06/19/2014,Spouse,WY,Weyerhaeuser Co. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3900,28,06/19/2014,Spouse,WCN,Waste Connections Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3901,27,06/19/2014,Spouse,WMT,Wal-Mart Stores Inc. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3902,26,06/19/2014,Spouse,UPS,"United Parcel Service, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3903,25,06/19/2014,Spouse,TCAP,Triangle Capital Corporation (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3904,24,06/19/2014,Spouse,SRCL,"Stericycle, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3905,23,06/19/2014,Spouse,SBGI,"Sinclair Broadcast Group, Inc. (NASDAQ)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3906,22,06/19/2014,Spouse,ROP,Roper Industries Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3907,21,06/19/2014,Spouse,ROC,"Rockwood Holdings, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3908,20,06/19/2014,Spouse,PG,The Procter & Gamble Company (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3909,19,06/19/2014,Spouse,PX,Praxair Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3910,18,06/19/2014,Spouse,PNM,"PNM Resources, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3911,17,06/19/2014,Spouse,PRGO,Perrigo Company Public Limited Company (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3912,16,06/19/2014,Spouse,PRE,PartnerRe Ltd. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3913,15,06/19/2014,Spouse,OXY,Occidental Petroleum Corporation (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3914,14,06/19/2014,Spouse,MCHP,Microchip Technology Inc. (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3915,13,06/19/2014,Spouse,MPW,Medical Properties Trust Inc. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3916,12,06/19/2014,Spouse,LVS,Las Vegas Sands Corp. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3917,11,06/19/2014,Spouse,HFC,HollyFrontier Corporation (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3918,10,06/19/2014,Spouse,GOOGL,Google Inc. (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3919,9,06/19/2014,Spouse,GS,"The Goldman Sachs Group, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3920,8,06/19/2014,Spouse,AJG,Arthur J Gallagher & Co. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3921,7,06/19/2014,Spouse,FNF,"Fidelity National Financial, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3922,6,06/19/2014,Spouse,CR,Crane Co. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3923,5,06/19/2014,Spouse,C,Citigroup Inc. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3924,4,06/19/2014,Spouse,CMO,Capstead Mortgage Corp. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3925,3,06/19/2014,Spouse,BMY,Bristol-Myers Squibb Company (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3926,2,06/19/2014,Spouse,AIT,"Applied Industrial Technologies, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3927,1,06/19/2014,Spouse,AGCO,AGCO Corporation (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3928,31,06/17/2014,Spouse,--,Allianzgi Short Duration,Stock,Sale (Full),"$15,001 - $50,000",--,"Susan M,Collins"
3929,30,06/19/2014,Spouse,LMGEX,Legg Mason Batterymarch Intl Eq C (NASDAQ),,Sale (Full),"$15,001 - $50,000",--,"Susan M,Collins"
3930,29,06/19/2014,Spouse,WY,Weyerhaeuser Co. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3931,28,06/19/2014,Spouse,WCN,Waste Connections Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3932,27,06/19/2014,Spouse,WMT,Wal-Mart Stores Inc. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3933,26,06/19/2014,Spouse,UPS,"United Parcel Service, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3934,25,06/19/2014,Spouse,TCAP,Triangle Capital Corporation (NYSE),Stock,Sale (Full),"$1,001 - $15,000",Asset acquired through UBS accounts in small pieces(less than $1000) from Jan - Apr 2014.,"Susan M,Collins"
3935,24,06/19/2014,Spouse,SRCL,"Stericycle, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3936,23,06/19/2014,Spouse,SBGI,"Sinclair Broadcast Group, Inc. (NASDAQ)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3937,22,06/19/2014,Spouse,ROP,Roper Industries Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3938,21,06/19/2014,Spouse,ROC,"Rockwood Holdings, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3939,20,06/19/2014,Spouse,PG,The Procter & Gamble Company (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3940,19,06/19/2014,Spouse,PX,Praxair Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3941,18,06/19/2014,Spouse,PNM,"PNM Resources, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3942,17,06/19/2014,Spouse,PRGO,Perrigo Company Public Limited Company (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3943,16,06/19/2014,Spouse,PRE,PartnerRe Ltd. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3944,15,06/19/2014,Spouse,OXY,Occidental Petroleum Corporation (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3945,14,06/19/2014,Spouse,MCHP,Microchip Technology Inc. (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3946,13,06/19/2014,Spouse,MPW,Medical Properties Trust Inc. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3947,12,06/19/2014,Spouse,LVS,Las Vegas Sands Corp. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3948,11,06/19/2014,Spouse,HFC,HollyFrontier Corporation (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3949,10,06/19/2014,Spouse,GOOGL,Google Inc. (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3950,9,06/19/2014,Spouse,GS,"The Goldman Sachs Group, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3951,8,06/19/2014,Spouse,AJG,Arthur J Gallagher & Co. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3952,7,06/19/2014,Spouse,FNF,"Fidelity National Financial, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3953,6,06/19/2014,Spouse,CR,Crane Co. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3954,5,06/19/2014,Spouse,C,Citigroup Inc. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3955,4,06/19/2014,Spouse,CMO,Capstead Mortgage Corp. (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3956,3,06/19/2014,Spouse,BMY,Bristol-Myers Squibb Company (NYSE),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3957,2,06/19/2014,Spouse,AIT,"Applied Industrial Technologies, Inc. (NYSE)",,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3958,1,06/19/2014,Spouse,AGCO,AGCO Corporation (NYSE),Stock,Sale (Full),"$1,001 - $15,000",Asset acquired through UBS accounts in small pieces(less than $1000) from Jan - Apr 2014.,"Susan M,Collins"
3959,1,07/18/2017,Spouse,--,"Portland ME WTR DIST REV 736606CU6
Rate/Coupon: 3.0%
Matures: 11/01/2023",Municipal Security,Purchase,"$15,001 - $50,000",--,"Susan M,Collins"
3960,5,04/08/2014,Spouse,CAT,Caterpillar Inc. (NYSE),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3961,4,04/09/2014,Spouse,AMZN,Amazon.com Inc. (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3962,3,04/09/2014,Spouse,FB,"Facebook, Inc. (NASDAQ)",,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3963,2,04/07/2014,Spouse,M,"Macy's, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3964,1,04/07/2014,Spouse,HON,Honeywell International Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3965,7,01/13/2015,Spouse,WCN,Waste Connections Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3966,6,01/13/2015,Spouse,UL,Unilever plc (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3967,5,01/13/2015,Spouse,MTD,Mettler-Toledo International Inc. (NYSE),Stock,Purchase,"$15,001 - $50,000",--,"Susan M,Collins"
3968,4,01/13/2015,Spouse,CVS,CVS Health Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3969,3,01/13/2015,Spouse,ADP,"Automatic Data Processing, Inc. (NASDAQ)",Stock,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3970,2,01/13/2015,Spouse,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3971,1,01/13/2015,Spouse,AXP,American Express Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3972,8,03/10/2014,Spouse,XTXI,"Crosstex Energy, Inc. (NASDAQ)",Stock,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
3973,7,03/12/2014,Spouse,NWL,Newell Rubbermaid Inc. (NYSE),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3974,6,03/11/2014,Spouse,ACE,ACE Limited (NYSE),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3975,5,03/11/2014,Spouse,VRX,"Valeant Pharmaceuticals International, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3976,4,03/07/2014,Spouse,FB,"Facebook, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3977,3,03/07/2014,Spouse,SLB,Schlumberger Limited (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3978,2,03/07/2014,Spouse,GE,General Electric Company (NYSE),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3979,1,03/04/2014,Spouse,RHT,"Red Hat, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3980,15,04/22/2014,Spouse,BAC,Bank of America Corporation (NYSE),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3981,14,04/22/2014,Spouse,COP,ConocoPhillips (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3982,13,04/23/2014,Spouse,GS,"The Goldman Sachs Group, Inc. (NYSE)",,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3983,12,04/23/2014,Spouse,AXP,American Express Company (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3984,11,04/21/2014,Spouse,SCHW,The Charles Schwab Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3985,10,04/17/2014,Spouse,COP,ConocoPhillips (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3986,9,04/10/2014,Spouse,FOXA,"Twenty-First Century Fox, Inc. (NASDAQ)",,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3987,8,04/10/2014,Spouse,LOW,Lowe's Companies Inc. (NYSE),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3988,7,04/10/2014,Spouse,LBTYK,Liberty Global plc (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3989,6,04/10/2014,Spouse,LBTYA,Liberty Global plc (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3990,5,04/10/2014,Spouse,GOOG,Google Inc. (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3991,4,04/10/2014,Spouse,DAL,Delta Air Lines Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3992,3,04/14/2014,Spouse,GILD,Gilead Sciences Inc. (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,"Susan M,Collins"
3993,2,04/15/2014,Spouse,AJG,Arthur J Gallagher & Co. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3994,1,04/11/2014,Spouse,DAL,Delta Air Lines Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Susan M,Collins"
3995,1,02/01/2018,Spouse,--,"Wisconsin ST
Rate/Coupon: 2.550%
Matures: 05/01/2024",Municipal Security,Purchase,"$50,001 - $100,000",--,"Susan M,Collins"
3996,3,05/08/2018,Spouse,JPM,JPMorgan Chase & Co.,Stock,Purchase,"$15,001 - $50,000",(IRA),"Susan M,Collins"
3997,2,05/08/2018,Spouse,USB,U.S. Bancorp,Stock,Sale (Full),"$1,001 - $15,000",(IRA),"Susan M,Collins"
3998,1,05/04/2018,Spouse,HOLX,"Hologic, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,"Susan M,Collins"
3999,1,12/15/2014,Spouse,TOLLX,Deutsche Global Infrastructure A (NASDAQ),,Sale (Full),"$1,001 - $15,000",--,"Susan M,Collins"
